Pokedex Id,Name,Classification,Alternate Form Name,Group,Height,Weight,Primary Type,Secondary Type,Primary Ability,Secondary Ability,Hidden Ability,Male Ratio,Female Ratio,HP,Attack,Defense,SpAtk,SpDef,Speed,BST,CatchRate,Experience Growth Rate,Experience Growth Points Total,Egg Group,Evolution Details,Original Name
898,Calyrex (Ice Rider),High King Pokémon,Ice Rider,Legendary,1.1,7.7,Psychic,Ice,As One,None,None,0.0,0.0,100,165,150,85,130,50,680,3,Slow,1250000,No Eggs Discovered,No Evolution,Calyrex
898,Calyrex (Shadow Rider),High King Pokémon,Shadow Rider,Legendary,1.1,7.7,Psychic,Ghost,As One,None,None,0.0,0.0,100,85,80,165,100,150,680,3,Slow,1250000,No Eggs Discovered,No Evolution,Calyrex
899,Wyrdeer,Big Horn Pokémon,None,,1.8,95.1,Normal,Psychic,Intimidate,Frisk,Sap Sipper,50.0,50.0,103,105,72,105,75,65,525,135,Slow,1250000,Field,Use Psyshield Bash 20 times in Agile Style in Hisui,Wyrdeer
900,Kleavor,Axe Pokémon,None,,1.8,89.0,Bug,Rock,Swarm,Sheer Force,Sharpness,50.0,50.0,70,130,95,45,75,85,500,115,Medium Fast,1000000,Bug,Black Augurite on Scyther in Hisui,Kleavor
901,Ursaluna,Peat Pokémon,None,,2.4,290.0,Ground,Normal,Guts,Bulletproof,Unnerve,50.0,50.0,130,140,105,45,80,50,550,75,Medium Fast,1000000,Field,Peat Block During a Full Moon in Crimson Mirelands,Ursaluna
901,Ursaluna (Bloodmoon),Peat Pokémon,Bloodmoon,,2.4,290.0,Ground,Normal,Mind's Eye,None,None,50.0,50.0,113,70,120,135,65,52,555,20,Medium Fast,1000000,Field,No Evolution,Ursaluna
902,Basculegion (Female),Big Fish Pokémon,Female,,3.0,110.0,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,0.0,100.0,120,92,65,100,75,78,530,135,Medium Fast,1000000,Water 2,Receive 294+ Recoil Damage Without Fainting,Basculegion
902,Basculegion,Big Fish Pokémon,None,,3.0,110.0,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,100.0,0.0,120,112,65,80,75,78,530,135,Medium Fast,1000000,Water 2,Receive 294+ Recoil Damage Without Fainting,Basculegion
903,Sneasler,Free Climb Pokémon,None,,1.3,43.0,Fighting,Poison,Pressure,Unburden,Poison Touch,50.0,50.0,80,130,60,40,80,120,510,135,Medium Slow,1059860,Field,Razor Claw During the Day,Sneasler
904,Overqwil,Pin Cluster Pokémon,None,,2.5,60.5,Dark,Poison,Poison Point,Swift Swim,Intimidate,50.0,50.0,85,115,95,65,65,85,510,135,Medium Fast,1000000,Water 2,Use Barb Barrage 20 times in Strong Style In Hisui,Overqwil
905,Enamorus (Incarnate),Love-Hate Pokémon,Incarnate,Legendary,1.6,48.0,Fairy,Flying,Healer,None,Contrary,0.0,100.0,74,115,70,135,80,106,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Enamorus
905,Enamorus (Therian),Love-Hate Pokémon,Therian,Legendary,1.6,48.0,Fairy,Flying,Overcoat,None,None,0.0,100.0,74,115,110,135,100,46,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Enamorus
906,Sprigatito,Grass Cat Pokémon,None,Starter,0.4,4.1,Grass,None,Overgrow,None,Protean,87.5,12.5,40,61,54,45,45,65,310,45,Medium Slow,1059860,Field,No Evolution,Sprigatito
907,Floragato,Grass Cat Pokémon,None,Starter,0.9,12.2,Grass,None,Overgrow,None,Protean,87.5,12.5,61,80,63,60,63,83,410,45,Medium Slow,1059860,Field,Level 16,Floragato
908,Meowscarada,Magician Pokémon,None,Starter,1.5,31.2,Grass,Dark,Overgrow,None,Protean,87.5,12.5,76,110,70,81,70,123,530,45,Medium Slow,1059860,Field,Level 36,Meowscarada
909,Fuecoco,Fire Croc Pokémon,None,Starter,0.4,4.1,Fire,None,Blaze,None,Unaware,87.5,12.5,67,45,59,63,40,36,310,45,Medium Slow,1059860,Field,No Evolution,Fuecoco
910,Crocalor,Fire Croc Pokémon,None,Starter,1.0,30.7,Fire,None,Blaze,None,Unaware,87.5,12.5,81,55,78,49,58,90,411,45,Medium Slow,1059860,Field,Level 16,Crocalor
911,Skeledirge,Singer Pokémon,None,Starter,1.6,326.5,Fire,Ghost,Blaze,None,Unaware,87.5,12.5,104,75,100,110,75,66,530,45,Medium Slow,1059860,Field,Level 36,Skeledirge
912,Quaxly,Duckling Pokémon,None,Starter,0.5,6.1,Water,None,Torrent,None,Moxie,87.5,12.5,55,65,45,50,45,50,310,45,Medium Slow,1059860,Flying,No Evolution,Quaxly
913,Quaxwell,Practicing Pokémon,None,Starter,1.2,21.5,Water,None,Torrent,None,Moxie,87.5,12.5,70,85,65,65,60,65,410,45,Medium Slow,1059860,Flying,Level 16,Quaxwell
914,Quaquaval,Dancer Pokémon,None,Starter,1.8,61.9,Water,Fighting,Torrent,None,Moxie,87.5,12.5,85,120,80,85,75,85,530,45,Medium Slow,1059860,Flying,Level 36,Quaquaval
915,Lechonk,Hog Pokémon,None,,0.5,10.2,Normal,None,Aroma Veil,Gluttony,Thick Fat,50.0,50.0,54,45,40,35,45,35,254,255,Medium Fast,1000000,Field,No Evolution,Lechonk
916,Oinkologne,Hog Pokémon,None,,1.0,120.0,Normal,None,Lingering Aroma,Gluttony,Thick Fat,100.0,0.0,110,100,75,59,80,65,489,100,Medium Fast,1000000,Field,Level 18,Oinkologne
916,Oinkologne (Female),Hog Pokémon,Female,,1.0,120.0,Normal,None,Aroma Veil,Gluttony,Thick Fat,0.0,100.0,115,90,70,59,90,65,489,100,Medium Fast,1000000,Field,Level 18,Oinkologne
917,Tarountula,String Ball Pokémon,None,,0.3,4.0,Bug,None,Insomnia,None,Stakeout,50.0,50.0,35,41,45,29,40,20,210,255,Erratic,600000,Bug,No Evolution,Tarountula
918,Spidops,Trap Pokémon,None,,1.0,16.5,Bug,None,Insomnia,None,Stakeout,50.0,50.0,60,79,92,52,86,35,404,120,Erratic,600000,Bug,Level 15,Spidops
919,Nymble,Grasshopper Pokémon,None,,0.2,1.0,Bug,None,Swarm,None,Tinted Lens,50.0,50.0,33,46,40,21,25,45,210,190,Medium Fast,1000000,Bug,No Evolution,Nymble
920,Lokix,Grasshopper Pokémon,None,,1.0,17.5,Bug,Dark,Swarm,None,Tinted Lens,50.0,50.0,71,102,78,52,55,92,450,30,Medium Fast,1000000,Bug,Level 24,Lokix
921,Pawmi,Mouse Pokémon,None,,0.3,2.5,Electric,None,Static,Natural Cure,Iron Fist,50.0,50.0,45,50,20,40,25,60,240,190,Medium Fast,1000000,Field,No Evolution,Pawmi
922,Pawmo,Mouse Pokémon,None,,0.4,6.5,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,50.0,50.0,60,75,40,50,40,85,350,80,Medium Fast,1000000,Field,Level 18,Pawmo
923,Pawmot,Mouse Pokémon,None,,0.9,41.0,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,50.0,50.0,70,115,70,70,60,105,490,45,Medium Fast,1000000,Field,After Walking 1000 Steps using Let's Go,Pawmot
924,Tandemaus,Couple Pokémon,None,,0.3,1.8,Normal,None,Run Away,Pickup,Own Tempo,0.0,0.0,50,50,45,40,45,75,305,150,Fast,800000,Field,No Evolution,Tandemaus
925,Maushold,Family Pokémon,None,,0.3,2.8,Normal,None,Friend Guard,Cheek Pouch,Technician,0.0,0.0,74,75,70,65,75,111,470,75,Fast,800000,Field,Level 25 in a Fight,Maushold
926,Fidough,Puppy Pokémon,None,,0.3,10.9,Fairy,None,Own Tempo,None,Klutz,50.0,50.0,37,55,70,30,55,65,312,190,Medium Slow,1059860,Field,No Evolution,Fidough
927,Dachsbun,Dog Pokémon,None,,0.5,14.9,Fairy,None,Well-Baked Body,None,Aroma Veil,50.0,50.0,57,80,115,50,80,95,477,90,Medium Slow,1059860,Field,Level 26,Dachsbun
928,Smoliv,Olive Pokémon,None,,0.3,6.5,Grass,Normal,Early Bird,None,Harvest,50.0,50.0,41,35,45,58,51,30,260,255,Medium Slow,1059860,Grass,No Evolution,Smoliv
929,Dolliv,Olive Pokémon,None,,0.6,11.9,Grass,Normal,Early Bird,None,Harvest,50.0,50.0,52,53,60,78,78,33,354,120,Medium Slow,1059860,Grass,Level 25,Dolliv
930,Arboliva,Olive Pokémon,None,,1.4,48.2,Grass,Normal,Seed Sower,None,Harvest,50.0,50.0,78,69,90,125,109,39,510,45,Medium Slow,1059860,Grass,Level 35,Arboliva
931,Squawkabilly (Green/Blue Plumage),Parrot Pokémon,Green/Blue Plumage,,0.6,2.4,Normal,Flying,Intimidate,Hustle,Guts,50.0,50.0,82,96,51,45,51,92,417,190,Erratic,600000,Flying,No Evolution,Squawkabilly
931,Squawkabilly (White/Yellow Plumage),Parrot Pokémon,White/Yellow Plumage,,0.6,2.4,Normal,Flying,Intimidate,Hustle,Sheer Force,50.0,50.0,82,96,51,45,51,92,417,190,Erratic,600000,Flying,No Evolution,Squawkabilly
932,Nacli,Rock Salt Pokémon,None,,0.4,16.0,Rock,None,Purifying Salt,Sturdy,Clear Body,50.0,50.0,55,55,75,35,35,25,280,255,Medium Slow,1059860,Mineral,No Evolution,Nacli
933,Naclstack,Rock Salt Pokémon,None,,0.6,105.0,Rock,None,Purifying Salt,Sturdy,Clear Body,50.0,50.0,60,60,100,35,65,35,355,120,Medium Slow,1059860,Mineral,Level 24,Naclstack
934,Garganacl,Rock Salt Pokémon,None,,2.3,240.0,Rock,None,Purifying Salt,Sturdy,Clear Body,50.0,50.0,100,100,130,45,90,35,500,45,Medium Slow,1059860,Mineral,Level 38,Garganacl
935,Charcadet,Fire Child Pokémon,None,,0.6,10.5,Fire,None,Flash Fire,None,Flame Body,50.0,50.0,40,50,40,50,40,35,255,90,Slow,1250000,Human-Like,No Evolution,Charcadet
936,Armarouge,Fire Warrior Pokémon,None,,1.5,85.0,Fire,Psychic,Flash Fire,None,Weak Armor,50.0,50.0,85,60,100,125,80,75,525,25,Slow,1250000,Human-Like,Auspicious Armor,Armarouge
937,Ceruledge,Fire Blades Pokémon,None,,1.6,62.0,Fire,Ghost,Flash Fire,None,Weak Armor,50.0,50.0,75,125,80,60,100,85,525,25,Slow,1250000,Human-Like,Malicious Armor,Ceruledge
938,Tadbulb,EleTadpole Pokémon,None,,0.3,0.4,Electric,None,Own Tempo,Static,Damp,50.0,50.0,61,31,41,59,35,45,272,190,Medium Fast,1000000,Water 1,No Evolution,Tadbulb
939,Bellibolt,EleFrog Pokemon,None,,1.2,113.0,Electric,None,Electromorphosis,Static,Damp,50.0,50.0,109,64,91,103,83,45,495,50,Medium Fast,1000000,Water 1,Thunder Stone,Bellibolt
940,Wattrel,Storm Petrel Pokémon,None,,0.4,3.6,Electric,Flying,Wind Power,Volt Absorb,Competitive,50.0,50.0,40,40,35,55,40,70,280,180,Medium Slow,1059860,Water 1,No Evolution,Wattrel
941,Kilowattrel,Frigatebird Pokémon,None,,1.4,38.6,Electric,Flying,Wind Power,Volt Absorb,Competitive,50.0,50.0,70,70,60,105,60,125,490,90,Medium Slow,1059860,Water 1,Level 25,Kilowattrel
942,Maschiff,Rascal Pokémon,None,,0.5,16.0,Dark,None,Intimidate,Guard Dog,Stakeout,50.0,50.0,60,78,60,40,51,51,340,150,Medium Slow,1059860,Field,No Evolution,Maschiff
943,Mabosstiff,Boss Pokémon,None,,1.1,61.0,Dark,None,Intimidate,Guard Dog,Stakeout,50.0,50.0,80,120,90,60,70,85,505,75,Medium Slow,1059860,Field,Level 30,Mabosstiff
944,Shroodle,Toxic Mouse Pokémon,None,,0.2,0.7,Poison,Normal,Unburden,Pickpocket,Prankster,50.0,50.0,40,65,35,40,35,75,290,190,Medium Slow,1059860,Field,No Evolution,Shroodle
945,Grafaiai,Toxic Monkey Pokémon,None,,0.7,27.2,Poison,Normal,Unburden,Poison Touch,Prankster,50.0,50.0,63,95,65,80,72,110,485,90,Medium Slow,1059860,Field,Level 28,Grafaiai
946,Bramblin,Tumbleweed Pokémon,None,,0.6,0.6,Grass,Ghost,Wind Power,None,Infiltrator,50.0,50.0,40,65,30,45,35,60,275,190,Medium Fast,1000000,Grass,No Evolution,Bramblin
947,Brambleghast,Tumbleweed Pokémon,None,,1.2,6.0,Grass,Ghost,Wind Power,None,Infiltrator,50.0,50.0,55,115,70,80,70,90,480,45,Medium Fast,1000000,Grass,After Walking 1000 Steps using Let's Go,Brambleghast
948,Toedscool,Woodear Pokémon,None,,0.9,33.0,Ground,Grass,Mycelium Might,None,None,50.0,50.0,40,40,35,50,100,70,335,190,Medium Slow,1059860,Grass,No Evolution,Toedscool
949,Toedscruel,Woodear Pokémon,None,,1.9,58.0,Ground,Grass,Mycelium Might,None,None,50.0,50.0,80,70,65,80,120,100,515,90,Medium Slow,1059860,Grass,Level 30,Toedscruel
950,Klawf,Ambush Pokémon,None,,1.3,79.0,Rock,None,Anger Shell,Shell Armor,Regenerator,50.0,50.0,70,100,115,35,55,75,450,120,Medium Fast,1000000,Water 3,No Evolution,Klawf
951,Capsakid,Spicy Pepper Pokémon,None,,0.3,3.0,Grass,None,Chlorophyll,Insomnia,Klutz,50.0,50.0,50,62,40,62,40,50,304,190,Medium Fast,1000000,Grass,No Evolution,Capsakid
952,Scovillain,Spicy Pepper Pokémon,None,,0.9,15.0,Grass,Fire,Chlorophyll,Insomnia,Moody,50.0,50.0,65,108,65,108,65,75,486,50,Medium Fast,1000000,Grass,Fire Stone,Scovillain
953,Rellor,Rolling Pokémon,None,,0.2,1.0,Bug,None,Compound Eyes,None,Shed Skin,50.0,50.0,41,50,60,31,58,30,270,190,Fast,800000,Bug,No Evolution,Rellor
954,Rabsca,Rolling Pokémon,None,,0.3,3.5,Bug,Psychic,Synchronize,None,Telepathy,50.0,50.0,75,50,85,115,100,45,470,45,Fast,800000,Bug,After Walking 1000 Steps using Let's Go,Rabsca
955,Flittle,Frill Pokémon,None,,0.2,1.5,Psychic,None,Anticipation,Frisk,Speed Boost,50.0,50.0,30,35,30,55,30,75,255,120,Medium Slow,1059860,Flying,No Evolution,Flittle
956,Espathra,Ostrich Pokémon,None,,1.9,90.0,Psychic,None,Opportunist,Frisk,Speed Boost,50.0,50.0,95,60,60,101,60,105,481,60,Medium Slow,1059860,Flying,Level 35,Espathra
957,Tinkatink,Metalsmith Pokémon,None,,0.4,8.9,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,0.0,100.0,50,45,45,35,64,58,297,190,Medium Slow,1059860,Fairy,No Evolution,Tinkatink
958,Tinkatuff,Hammer Pokémon,None,,0.7,59.1,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,0.0,100.0,65,55,55,45,82,78,380,90,Medium Slow,1059860,Fairy,Level 24,Tinkatuff
959,Tinkaton,Hammer Pokémon,None,,0.7,112.8,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,0.0,100.0,85,75,77,70,105,94,506,45,Medium Slow,1059860,Fairy,Level 38,Tinkaton
960,Wiglett,Garden Eel Pokémon,None,,1.2,1.8,Water,None,Gooey,Rattled,Sand Veil,50.0,50.0,10,55,25,35,25,95,245,255,Medium Fast,1000000,Water 3,No Evolution,Wiglett
961,Wugtrio,Garden Eel Pokémon,None,,1.2,5.4,Water,None,Gooey,Rattled,Sand Veil,50.0,50.0,35,100,50,50,70,120,425,50,Medium Fast,1000000,Water 3,Level 26,Wugtrio
962,Bombirdier,Item Drop Pokémon,None,,1.5,42.9,Flying,Dark,Big Pecks,Keen Eye,Rocky Payload,50.0,50.0,70,103,85,60,85,82,485,25,Slow,1250000,Flying,No Evolution,Bombirdier
963,Finizen,Dolphin Pokémon,None,,1.3,60.2,Water,None,Water Veil,None,None,50.0,50.0,70,45,40,45,40,75,315,200,Slow,1250000,Field,No Evolution,Finizen
964,Palafin (Zero Form),Dolphin Pokémon,Zero Form,,1.3,60.2,Water,None,Zero to Hero,None,None,50.0,50.0,100,70,72,53,62,100,457,45,Slow,1250000,Field,Level 38 while in a Union Circle group,Palafin
964,Palafin (Hero),Dolphin Pokémon,Hero,,1.8,97.4,Water,None,Zero to Hero,None,None,50.0,50.0,100,160,97,106,87,100,650,45,Slow,1250000,Field,No Evolution,Palafin
965,Varoom,Single-Cyl Pokémon,None,,1.0,35.0,Steel,Poison,Overcoat,None,Slow Start,50.0,50.0,45,70,63,30,45,47,300,190,Medium Fast,1000000,Mineral,No Evolution,Varoom
966,Revavroom,Multi-Cyl Pokémon,None,,1.8,120.0,Steel,Poison,Overcoat,None,Filter,50.0,50.0,80,119,90,54,67,90,500,75,Medium Fast,1000000,Mineral,Level 40,Revavroom
967,Cyclizar,Mount Pokémon,None,,1.6,63.0,Dragon,Normal,Shed Skin,None,Regenerator,50.0,50.0,70,95,65,85,65,121,501,190,Medium Slow,1059860,Field,No Evolution,Cyclizar
968,Orthworm,Earthworm Pokémon,None,,2.5,310.0,Steel,None,Earth Eater,None,Sand Veil,50.0,50.0,70,85,145,60,55,65,480,25,Slow,1250000,Field,No Evolution,Orthworm
969,Glimmet,Ore Pokémon,None,,0.7,8.0,Rock,Poison,Toxic Debris,None,Corrosion,50.0,50.0,48,35,42,105,60,60,350,70,Medium Slow,1059860,Mineral,No Evolution,Glimmet
970,Glimmora,Ore Pokémon,None,,1.5,45.0,Rock,Poison,Toxic Debris,None,Corrosion,50.0,50.0,83,55,90,130,81,86,525,25,Medium Slow,1059860,Mineral,Level 35,Glimmora
971,Greavard,Ghost Dog Pokémon,None,,0.6,35.0,Ghost,None,Pickup,None,Fluffy,50.0,50.0,50,61,60,30,55,34,290,120,Medium Slow,1059860,Field,No Evolution,Greavard
972,Houndstone,Ghost Dog Pokémon,None,,2.0,15.0,Ghost,None,Sand Rush,None,Fluffy,50.0,50.0,72,101,100,50,97,68,488,60,Medium Slow,1059860,Field,Level 30 At Night,Houndstone
973,Flamigo,Synchronize Pokémon,None,,1.6,37.0,Flying,Fighting,Scrappy,Tangled Feet,Costar,50.0,50.0,82,115,74,75,64,90,500,100,Medium Slow,1059860,Flying,No Evolution,Flamigo
974,Cetoddle,Terra Whale Pokémon,None,,1.2,45.0,Ice,None,Thick Fat,Snow Cloak,Sheer Force,50.0,50.0,108,68,45,30,40,43,334,150,Medium Slow,1059860,Field,No Evolution,Cetoddle
975,Cetitan,Terra Whale Pokémon,None,,4.5,700.0,Ice,None,Thick Fat,Slush Rush,Sheer Force,50.0,50.0,170,113,65,45,55,73,521,50,Medium Slow,1059860,Field,Ice Stone,Cetitan
976,Veluza,Jettison Pokémon,None,,2.5,90.0,Water,Psychic,Mold Breaker,None,Sharpness,50.0,50.0,90,102,73,78,65,70,478,100,Fast,800000,Water 2,No Evolution,Veluza
977,Dondozo,Big Catfish Pokémon,None,,12.0,220.0,Water,None,Unaware,Oblivious,Water Veil,50.0,50.0,150,100,115,65,65,35,530,25,Slow,1250000,Water 2,No Evolution,Dondozo
978,Tatsugiri (Curly Form),Mimicry Pokémon,Curly Form,,0.3,8.0,Dragon,Water,Commander,None,Storm Drain,50.0,50.0,68,50,60,120,95,82,475,100,Medium Slow,1059860,Water 2,No Evolution,Tatsugiri
978,Tatsugiri (Droppy),Mimicry Pokémon,Droppy,,0.3,8.0,Dragon,Water,Commander,None,Storm Drain,50.0,50.0,68,50,60,120,95,82,475,100,Medium Slow,1059860,Water 2,No Evolution,Tatsugiri
978,Tatsugiri (Stretchy),Mimicry Pokémon,Stretchy,,0.3,8.0,Dragon,Water,Commander,None,Storm Drain,50.0,50.0,68,50,60,120,95,82,475,100,Medium Slow,1059860,Water 2,No Evolution,Tatsugiri
979,Annihilape,Rage Monkey Pokémon,None,,1.2,56.0,Fighting,Ghost,Vital Spirit,Inner Focus,Defiant,50.0,50.0,110,115,80,50,90,90,535,45,Medium Fast,1000000,Field,After Using Rage Fist 20 Times,Annihilape
980,Clodsire,Spiny Fish Pokémon,None,,1.8,223.0,Poison,Ground,Poison Point,Water Absorb,Unaware,50.0,50.0,130,75,60,45,100,20,430,90,Medium Fast,1000000,Water 1,Level 20,Clodsire
981,Farigiraf,Long Neck Pokémon,None,,3.2,160.0,Normal,Psychic,Cud Chew,Armor Tail,Sap Sipper,50.0,50.0,120,90,70,110,70,60,520,45,Medium Fast,1000000,Field,Knowing Twin Beam,Farigiraf
982,Dudunsparce,Land Snake Pokémon,None,,3.6,39.2,Normal,None,Serene Grace,Run Away,Rattled,50.0,50.0,125,100,80,85,75,55,520,45,Medium Fast,1000000,Field,Knowing Hyper Drill,Dudunsparce
983,Kingambit,Big Blade Pokémon,None,,2.0,120.0,Dark,Steel,Defiant,Supreme Overload,Pressure,50.0,50.0,100,135,120,60,85,50,550,25,Medium Fast,1000000,Human-Like,After Defeating 3 Wild Bisharp That Are Holding a Leader's Crest,Kingambit
984,Great Tusk,Paradox Pokémon,None,Paradox,2.2,320.0,Ground,Fighting,Protosynthesis,None,None,0.0,0.0,115,131,131,53,53,87,570,30,Slow,1250000,No Eggs Discovered,No Evolution,Great Tusk
985,Scream Tail,Paradox Pokémon,None,Paradox,1.2,8.0,Fairy,Psychic,Protosynthesis,None,None,0.0,0.0,115,65,99,65,115,111,570,50,Slow,1250000,No Eggs Discovered,No Evolution,Scream Tail
986,Brute Bonnet,Paradox Pokémon,None,Paradox,1.2,21.0,Grass,Dark,Protosynthesis,None,None,0.0,0.0,111,127,99,79,99,55,570,50,Slow,1250000,No Eggs Discovered,No Evolution,Brute Bonnet
987,Flutter Mane,Paradox Pokémon,None,Paradox,1.4,4.0,Ghost,Fairy,Protosynthesis,None,None,0.0,0.0,55,55,55,135,135,135,570,30,Slow,1250000,No Eggs Discovered,No Evolution,Flutter Mane
988,Slither Wing,Paradox Pokémon,None,Paradox,3.2,92.0,Bug,Fighting,Protosynthesis,None,None,0.0,0.0,85,135,79,85,105,81,570,30,Slow,1250000,No Eggs Discovered,No Evolution,Slither Wing
989,Sandy Shocks,Paradox Pokémon,None,Paradox,2.3,60.0,Electric,Ground,Protosynthesis,None,None,0.0,0.0,85,81,97,121,85,101,570,30,Slow,1250000,No Eggs Discovered,No Evolution,Sandy Shocks
990,Iron Treads,Paradox Pokémon,None,Paradox,0.9,240.0,Ground,Steel,Quark Drive,None,None,0.0,0.0,90,112,120,72,70,106,570,30,Slow,1250000,No Eggs Discovered,No Evolution,Iron Treads
991,Iron Bundle,Paradox Pokémon,None,Paradox,0.6,11.0,Ice,Water,Quark Drive,None,None,0.0,0.0,56,80,114,124,60,136,570,50,Slow,1250000,No Eggs Discovered,No Evolution,Iron Bundle
992,Iron Hands,Paradox Pokémon,None,Paradox,1.8,380.7,Fighting,Electric,Quark Drive,None,None,0.0,0.0,154,140,108,50,68,50,570,50,Slow,1250000,No Eggs Discovered,No Evolution,Iron Hands
993,Iron Jugulis,Paradox Pokémon,None,Paradox,1.3,111.0,Dark,Flying,Quark Drive,None,None,0.0,0.0,94,80,86,122,80,108,570,30,Slow,1250000,No Eggs Discovered,No Evolution,Iron Jugulis
994,Iron Moth,Paradox Pokémon,None,Paradox,1.2,36.0,Fire,Poison,Quark Drive,None,None,0.0,0.0,80,70,60,140,110,110,570,30,Slow,1250000,No Eggs Discovered,No Evolution,Iron Moth
995,Iron Thorns,Paradox Pokémon,None,Paradox,1.6,303.0,Rock,Electric,Quark Drive,None,None,0.0,0.0,100,130,110,70,84,72,566,30,Slow,1250000,No Eggs Discovered,No Evolution,Iron Thorns
996,Frigibax,Ice Fin Pokémon,None,Pseudo-Legendary,0.5,17.0,Dragon,Ice,Thermal Exchange,None,Ice Body,50.0,50.0,65,75,45,35,45,55,320,45,Slow,1250000,Dragon,No Evolution,Frigibax
997,Arctibax,Ice Fin Pokémon,None,Pseudo-Legendary,0.8,30.0,Dragon,Ice,Thermal Exchange,None,Ice Body,50.0,50.0,90,95,66,45,65,62,423,25,Slow,1250000,Dragon,Level 35,Arctibax
998,Baxcalibur,Ice Dragon Pokémon,None,Pseudo-Legendary,2.1,210.0,Dragon,Ice,Thermal Exchange,None,Ice Body,50.0,50.0,115,145,92,75,86,87,600,10,Slow,1250000,Dragon,Level 54,Baxcalibur
999,Gimmighoul,Coin Chest Pokémon,None,,0.3,5.0,Ghost,None,Rattled,None,None,0.0,0.0,45,30,70,75,70,10,300,45,Slow,1250000,No Eggs Discovered,No Evolution,Gimmighoul
999,Gimmighoul (Roaming),Coin Chest Pokémon,Roaming,,0.1,0.1,Ghost,None,Run Away,None,None,0.0,0.0,45,30,25,75,45,80,300,45,Slow,1250000,No Eggs Discovered,No Evolution,Gimmighoul
1000,Gholdengo,Coin Entity Pokémon,None,,1.2,30.0,Steel,Ghost,Good as Gold,None,None,0.0,0.0,87,60,95,133,97,84,556,45,Slow,1250000,No Eggs Discovered,While Having 999 Gimmighoul Coins,Gholdengo
1001,Wo-Chien,Ruinous Pokémon,None,Legendary,1.5,74.2,Dark,Grass,Tablets of Ruin,None,None,0.0,0.0,85,85,100,95,135,70,570,6,Slow,1250000,No Eggs Discovered,No Evolution,Wo-Chien
1002,Chien-Pao,Ruinous Pokémon,None,Legendary,1.9,152.2,Dark,Ice,Sword of Ruin,None,None,0.0,0.0,80,120,80,90,65,135,570,6,Slow,1250000,No Eggs Discovered,No Evolution,Chien-Pao
1003,Ting-Lu,Ruinous Pokémon,None,Legendary,2.7,699.7,Dark,Ground,Vessel of Ruin,None,None,0.0,0.0,155,110,125,55,80,45,570,6,Slow,1250000,No Eggs Discovered,No Evolution,Ting-Lu
1004,Chi-Yu,Ruinous Pokémon,None,Legendary,0.4,4.9,Dark,Fire,Beads of Ruin,None,None,0.0,0.0,55,80,80,135,120,100,570,6,Slow,1250000,No Eggs Discovered,No Evolution,Chi-Yu
1005,Roaring Moon,Paradox Pokémon,None,Paradox,2.0,380.0,Dragon,Dark,Protosynthesis,None,None,0.0,0.0,105,139,71,55,101,119,590,10,Slow,1250000,No Eggs Discovered,No Evolution,Roaring Moon
1006,Iron Valiant,Paradox Pokémon,None,Paradox,1.4,35.0,Fairy,Fighting,Quark Drive,None,None,0.0,0.0,74,130,90,120,60,116,590,10,Slow,1250000,No Eggs Discovered,No Evolution,Iron Valiant
1007,Koraidon,Paradox Pokémon,None,Legendary,2.5,303.0,Fighting,Dragon,Orichalcum Pulse,None,None,0.0,0.0,100,135,115,85,100,135,670,3,Slow,1250000,No Eggs Discovered,No Evolution,Koraidon
1008,Miraidon,Paradox Pokémon,None,Legendary,3.5,240.0,Electric,Dragon,Hadron Engine,None,None,0.0,0.0,100,85,100,135,115,135,670,3,Slow,1250000,No Eggs Discovered,No Evolution,Miraidon
1009,Walking Wake,Paradox Pokémon,None,Paradox,3.5,280.0,Water,Dragon,Protosynthesis,None,None,0.0,0.0,99,83,91,125,83,109,590,5,Slow,1250000,No Eggs Discovered,No Evolution,Walking Wake
1010,Iron Leaves,Paradox Pokémon,None,Paradox,1.5,125.0,Grass,Psychic,Quark Drive,None,None,0.0,0.0,90,130,88,70,108,104,590,5,Slow,1250000,No Eggs Discovered,No Evolution,Iron Leaves
1011,Dipplin,Candy Apple Pokémon,None,,0.4,4.4,Grass,Dragon,Supersweet Syrup,Gluttony,Sticky Hold,50.0,50.0,80,80,110,95,80,40,485,45,Erratic,600000,Grass,Syrupy Apple,Dipplin
1012,Poltchageist (Artisan),Matcha Pokémon,Artisan,,0.1,1.1,Grass,Ghost,Hospitality,None,Heatproof,0.0,0.0,40,45,45,74,54,50,308,120,Medium Fast,1000000,Mineral,No Evolution,Poltchageist
1013,Sinistcha,Matcha Pokémon,None,,0.2,2.2,Grass,Ghost,Hospitality,None,Heatproof,0.0,0.0,71,60,106,121,80,70,508,60,Medium Fast,1000000,Mineral,Unremarkable Teacup,Sinistcha
